block_number,sender,amount0,amount1,timestamps
25491942,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,25000000000000000000,225563909774436090225563909774,1646218146
25647360,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,14410074136938919432,122724038331534002305115441829,1646572621
25870944,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,9999999999999999,71647549835827353151050919,1647106892
