timestamps,block_number,sender,to,amount0,amount1
1645285684,25119784,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,68132945522343771444,3860015427434791547571772
1645422044,25181614,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,99548200281318905,5639820587724987863111
