block_number,sender,to,amount0,amount1
24200761,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xFFe6B26a376A3A2F3f9536962Af5e4221251AA1e,64850743,82342243735621994187
24201839,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x8AB338CF555Eac7304E14b5d612dEeB224FB9B0a,46870321,65247083498093776629
24202005,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x2CCa1B936844D833a019312f2A6163Dd5d5Db98B,23921199,33044345629928676024
24203043,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9372F5a6bDB99486357BeCEc83F6f778A9Bf8F95,567944066,855945400106287972909
24207750,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xAdf0D813F8A8b6e436a36ca1f3A2B0c4377832ED,64260633,115333482308341773864
24216118,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x73eE184889fb69CF8fC535E44f2a52Dfbb17d76B,64673500,122222464801011911915
24222201,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x3430428804265db32b6ec54bB72FB0DB3De31268,60799171,125209293645103416209
24231118,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x64eAd4C75D63946A0837962166a407DC1D2BC203,31959827,68791654110566216364
24236295,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x2e03b572519477A816F9F260851D601e71a9f597,29615679,60992192661997008722
24237649,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x22189Bf3a34ca76F1707149493938A4583aA897f,33068071,68387974180399089106
24276635,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd65fDf9d7eab01Ebb6d903476a0613E5F42C6Fac,13348120800,17115842292778602426755
24335559,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xe6344F4cca614125a14000C22419C696fFf868CE,144269502,102445960896890110706
24342092,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD728E6b2Bd36B1c02D54291a68875bebae6D8424,253865373,177308131917556913561
24385692,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x64eAd4C75D63946A0837962166a407DC1D2BC203,900325389,558678291640694959183
24410862,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xB27f6Df486ef5dEE2e3A4DC4f257DD63E5A5e371,92806059,47177998112916003516
24473820,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd65fDf9d7eab01Ebb6d903476a0613E5F42C6Fac,17619494026,9183032669536655721274
24584503,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x42c839d1bF608755850D57Ba735cD348d6468453,721962842,351203130645345231190
24617121,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x2f6814B61DB032a76603Db1D675b56976fb319dd,235533955,107068436294250487040
24624191,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd65fDf9d7eab01Ebb6d903476a0613E5F42C6Fac,18722328540,9736156715512530814874
24625410,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x64eAd4C75D63946A0837962166a407DC1D2BC203,55513891,28933967723942669256
24626136,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCBf6992Ea4d7352C0E8E2e41A42E2793532F75B9,546805096,285517180259557102348
24657588,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x52c1C085d41f364942C0d35BE92f369f4a7f7a6B,266232271,142109902499779033495
24688786,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xe6344F4cca614125a14000C22419C696fFf868CE,3358980249,1599131498808791907813
24770837,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x3498Fc574615f94c49f47F1210b1C37c6e6A2813,45645730,16229992740934607194
24786777,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd65fDf9d7eab01Ebb6d903476a0613E5F42C6Fac,23332998600,8240285385292514857446
24965915,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xa51C5AebB2B706D4c8AD538dB30966A3fcb56965,222913652,67138382985551155853
25164606,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4d0b76AE5cb230a2717E7718F6762284C23502cE,1000150530,200766964746492367966
25183173,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x2728D8Aff561E7f5F544eC441fde7b1C0Da1f449,1182834714,249743328957789783428
25261576,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x25526dC3F987BF2c4D60a1B2Cc1ff190ee148448,374134168,72024065648521291260
25269041,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd65fDf9d7eab01Ebb6d903476a0613E5F42C6Fac,43419736729,8315095072233568290061
25516356,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xe1e924428BF2A3a1457f9Bb8B8Dd36e4F7f73Bb8,61886813,11403028073377716029
25790819,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x022A82394f1B933b172B238d2956d4DFeA8aa01E,327362428,59518976736825624596
25988577,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd198830B79f21c3A0dd9BdD70F32358C6E1aa476,167399769,27075040657949036153
