timestamps,block_number,sender,to,amount0,amount1
1644235520,24655395,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,579551449070790374,8648343701
1644308387,24688712,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,24548505410485717729,57933249340
1644374111,24718392,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,37548735545037636990,20566374726
1644506032,24779730,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x408C84C59Fd8f6d5E93e0041F69e7A2C89636E6e,17815636296297814773,6844861234
1644906779,24960312,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,76316667036179919302,23024388840
1644964859,24986909,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,12120924138046531,2696780
1645009906,25007423,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6680552191247716,1560146
1645010136,25007534,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,661374666934781879,154454509
1645103039,25048976,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,120581282236313942632,31199550873
1645109284,25051723,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,4870248589860461357,694860470
1645206589,25088693,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,39379190571756584127,8839463922
1645264181,25110435,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,213787815802058846430,59046054558
1645265382,25110933,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,67463874064841664799,7091774600
1645279629,25117114,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,46749292651855190574,7225792924
1645325646,25138213,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,115738647150883831,19502213
1645325726,25138251,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3742216257879567298,630571580
1645362676,25154911,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,4416196344036867668,633241736
1645414324,25178246,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5541fa237B95c6900E80Ba87ff25D5723aB10363,3664141258144245978,646939837
1645636556,25264722,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,28561105954650292446,3376505257
1645640011,25266135,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,18886445415913124630,2232763057
