timestamps,block_number,sender,to,amount0,amount1
1641615218,23465618,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x76fC54b4eC08917fc4a7FC6a72d0BaAff9861ad7,3171619920,106622067463526059773689
1641622076,23468757,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x065E16950013AeFbDF4E903A6014928592741077,26611994754,68868623711695829774851
1641623996,23469689,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x065E16950013AeFbDF4E903A6014928592741077,17132728847,107401335127158659436561
1641632795,23473829,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xE468e0188041203f1617E8d08735C8f00b54D352,4801747380,22774546962780413483396
1641867316,23577706,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x09c51c35f37c8f8E2e2177c6b79399E0F3D940fA,79982,422692283540629813
1641870814,23579258,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9348553905EDddc312738c38a91525145ffd8822,14487115,81235090375494994574
1642315082,23777426,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xf6E038c4250736A843dA48D120690943eaCC4cc8,501536972,1289720835115105507271
1642395679,23814394,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7e6683456DB5B7ffcCeCe560B0886D39A1517E47,15242280,17306444443261221034
1642522789,23872472,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfcA54245E2479C009d193384Ae142756c3882720,10969579044,22964481722992494462096
1642771125,23987790,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA817d876E69EaD8b517d877A31756ef4D2d573C9,2599463,11637329682389769763
1642775655,23989739,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD9E4521b3D42ED8515BA6D0b73e99dfc5b0ec106,4499154,20251213364926189389
1643131732,24153796,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xE2aA5905E9ef013b0af92214068f201390BA0974,208743217,1046105669585009546376
