block_number,sender,to,amount0,amount1
23068340,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x92c9AA9aD74944315bc749A853FbD1772cD8465F,3884868309746162931725,3965355
23116439,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,28975868679170354550862,31057570
23118429,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,45497647424216722989624,51702232
23125026,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,8218948304618341942527,10335988
23131255,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,24237477241660417326812,30917294
23133945,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,190099855791496979989268,257610796
23137113,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,57029956737449091278557,77283239
23165130,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,71489415813282452954761,97879846
23186267,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,81366056182439597799172,129833999
23192523,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,32546422472975849140743,51933600
23195574,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xCEe39AAEC36aD64E34954c798B06ebb46C880C10,382863413443384789958894,357806360
