timestamps,block_number,sender,to,amount0,amount1
1644651449,24844697,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xC65e5DDE18AAA73Ef526506C498f3f4221c49BB1,18111679239,31303831115273541
1645560453,25239290,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x44e0Ed298A554d34e4A282D5B6B7E042D19c48D6,909169,1538360228865
