timestamps,block_number,sender,to,amount0,amount1
1643520548,24331043,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x6280F2212a0756502361c162C246cF4a25d7352D,8379155253474049364,14999999999999999
1643570024,24353654,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfe5792c3480844b4aF4D2EDF31FD9aA6B06AeF16,354289891129179633113,594768046136328792
1643754302,24437427,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x715eb8972789E4A6f6Ad9A4a883178350fDFE1c8,427364893400979552413,751971525461837339
1644081522,24586409,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x8AD0b6B7EcE292d9d0Fa20483B8B175cD3e1f50A,209449382839467871746,251390255143570012
1644510936,24782040,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd9602D439e4563D124A5C3Cec8bB7cB96e3F271f,446942974793208721457,423283396154106989
1644602981,24822143,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfe5792c3480844b4aF4D2EDF31FD9aA6B06AeF16,439562335771263847575,369788344718611399
1647413197,25995573,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xE5c97545c47E567b5250ac2B548f0eb17e967eB4,157716856706756246340,45452117270542214
1647637654,26088037,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA0ee1d489bF1670A4e5fe06e18Bc59b17CB44f2E,302495393954515061490,95212534588359424
1647641094,26089581,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA0ee1d489bF1670A4e5fe06e18Bc59b17CB44f2E,226871545465886296160,71409400941269568
1647641802,26089890,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA0ee1d489bF1670A4e5fe06e18Bc59b17CB44f2E,79416313753733964135,24996838534653453
1647747289,26134101,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA0ee1d489bF1670A4e5fe06e18Bc59b17CB44f2E,150623065549514026926,47212293891981445
1647893399,26200220,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA0ee1d489bF1670A4e5fe06e18Bc59b17CB44f2E,105739240919183251898,37849622539505991
1648079779,26285354,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x37Caee7Cfd9860d3F618f9d7e5d7C8bCC237E5Aa,170271226347255464245,73674010280351268
1648235674,26355663,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA0ee1d489bF1670A4e5fe06e18Bc59b17CB44f2E,232856383177874501527,154982013828072034
1648581680,26510869,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4DA1BB8F9c525512728BF05AfD82C1c5f3D8A727,39335777466570234564,20638273202616778
1648743638,26583295,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfe5792c3480844b4aF4D2EDF31FD9aA6B06AeF16,949263187518007313702,466864664383125433
1648829346,26622328,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x0d388658633418e8E51A7CF67c7059F863F053d9,26236210630978459472123,9705711495126974398
1648844900,26629285,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x0d388658633418e8E51A7CF67c7059F863F053d9,4411772181070737574127,1369354456336886021
1648904875,26656755,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7049fA5aCC74bE1Fc755070aA02050c65Cd6A84d,19575004812661675717,4632667975972629
1648911111,26659649,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1905483b834518c72f7bC1850D06f653162311D9,30506672213162331469,10119145175868641
1649015357,26707385,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x64F42964B9929487D4694a4c8697F00a0295C83A,464955829031029909810,122787736219318825
1649124009,26755825,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7B258Fe59b8415E14b527Ceb911D48af919731b4,14330582929169573677,4534304620240612
1649147997,26766821,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xBB0DC6eeb82aeFBa1be81807DcC2F5d9b3952bf7,10680033062647535149,3479184056536991
1649623213,26981685,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfaa86e27a4C0eB4223c70E49BD9B8bc424a082DC,16316767151196154959,4096171557141748
1649661421,26999303,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1905483b834518c72f7bC1850D06f653162311D9,306759349633196299365,71472420816617138
1649805433,27065849,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfe5792c3480844b4aF4D2EDF31FD9aA6B06AeF16,741780890569283179962,184701935822385286
