timestamps,block_number,sender,to,amount0,amount1
1647122277,25877158,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,999999999999999292,1999999999999998585
