timestamps,block_number,sender,to,amount0,amount1
1641039254,23221366,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x70aB413eF8779e0620646CD176aC50B2e2d0D82F,37696314274,1818622337581364119110
1641039512,23221491,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x45E294132f31fE2060e2A1266a89A4596E9a19D9,143404730974,6674178816653228846423
1641039562,23221514,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x82E65918D19b1723C6367D1d5226D3713f38C3eC,25235932161,1179720462734944764743
1641049979,23226240,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfd6D3DaC0e787A8Ab01f5ab5F4a1c877790F27AF,51019687779,4771578910061971983827
1641049999,23226249,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x611A6266c2Ba404Ca3e324D973e2786314DA2C8F,188588639,17640533325744324701
1641050011,23226255,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xf974FF1A9282B5e21DAeCa731951d09c5C0304d7,7477122311,699408117246112137420
1641158644,23275636,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xBFcb50BD4f400DDf60CC904480A1fdAB7A92c65b,4014292228,521505861969867117217
1641163358,23277730,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9C996920777A695F04Df15B49bb81F442aC75Df5,179399261638,24631188182497475887104
1641241073,23312516,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9b005c9AeFE66EEDAf2664b8D49d6BF2064621F5,1523092880,157436704621028249567
1641241581,23312759,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9b005c9AeFE66EEDAf2664b8D49d6BF2064621F5,1522344647,157346304249554476609
1641337283,23352555,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x82E65918D19b1723C6367D1d5226D3713f38C3eC,20156724673,1927220063035685830202
1641484142,23407792,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x882c34e0A3405f713581B8c8C9650F3CC28DF488,2905880046,190963223890140844099
1641702021,23504610,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9A58ea53b05e6a6c51eF1bACD90bD82B8486240E,2449999999,137677019875151065654
1641720941,23512781,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xa0A00489B737cfd7A6Bf3B39b9E7d99916629327,89591982,5051751181229822383
1641838281,23565198,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xB9542F9e7AB332346C818483bb8f3292a0653aB7,462657988,24925494611037815833
1641866088,23577215,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xDa5e528BdE7aaB2Cd63d8B8cb222AE88cCAFbfcc,241406411629,13301819563896300463697
1641933404,23606978,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x2261E84B32f4C365464bfA54eF92A8c6a695FB74,99955727168,4312497702056286410871
1642024334,23647147,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x867F7Cb2d30fd07FfAD5061FcCB302d0b45cFfFf,19596896301,749032378720383416472
1642096657,23679876,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfE99Cb7011E55F1dD8C376f9134e24EF8a10B14d,3560045664,187600671563031251560
1642197990,23724317,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x70cbfbbfF66B4Ee208B2975b21b12cCa968E1B2b,18382122289,893609458019310248354
1642208158,23729123,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfE99Cb7011E55F1dD8C376f9134e24EF8a10B14d,2442808339,118716334535857456749
1642213286,23731547,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xE86c9cb39B281f9315b0B98Cf34Aa388DAAe0c65,438726689,21324267959474834843
1642220078,23734560,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5e9b7676B36f5DE6ce31Eef1fa4a23598Af8EdDc,46892544245,2271789852003031968590
1642223578,23736052,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5580bA66f8d6Dc71adB0CA1d1c6B3D142Ff7aACa,7083451153,342354463525996072743
1642224540,23736508,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9c471B1aF642559FE6FC0D327A7f9f78E783276F,8327896167,402500470870789024723
1642346481,23791555,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x70cbfbbfF66B4Ee208B2975b21b12cCa968E1B2b,14264373384,598407485508231643075
1642366684,23800646,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x348B155c9CAbcD10A514910a629F9964646D3082,49298492125,1995868566322761258366
1642431472,23830188,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xFf18d10f5d9797d18DFE85437D3e76475025c2e1,151202433206,4961213773927658164716
