timestamps,block_number,sender,to,amount0,amount1
1642085436,23674883,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD63154aBc9c6655626F16F0AED41c2e958410724,4616781230530108267811,3512928530904684610377
1642085574,23674950,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD63154aBc9c6655626F16F0AED41c2e958410724,923356246106021653562,702585706180936922076
1642331919,23785118,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD63154aBc9c6655626F16F0AED41c2e958410724,250265101465861670895,199504896624440147632
1643243461,24205309,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xEfE6F262661651bFF928ddDB31c9d9b27C4882AD,437169350815797698117,344812972860801801008
