timestamps,block_number,sender,to,amount0,amount1
1644034598,24565917,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xEAC263803F41669437d5Fb8cB01CdeB2EDDcD37b,20554374444572611898603,592
1644083022,24586946,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xb3441422492864027Ba1E0CD16155e9fD7eFFd71,5156584365960854365954,149
1644124887,24605600,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xcd1c4e7fdD3793777A711b216c23C341De7Ceac3,214350012116621617650,7
1644175698,24628201,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x519d70f1bc214e10a3FC502E9eE3A36D490a53f0,1081216884638349022323,38
1644186968,24633158,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xAbFaCbc5fEcE15fFb3C970038fCDC12f86162680,886380424199101276219,32
1644263719,24668187,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x6e376FD9Cc5C1e719506Fb1EaaF02bb9b71B7609,175564848987852213243176,7015
1644286933,24678675,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5F99eF39A02c6Ee017A375a29A5FD0b9e5BcCd08,58756312432768557500,2
1644438369,24748593,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd70fa2C19Dec3132ada957EE3049863AC232Edf2,141075584636658922543,6
1644538945,24794434,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x98da1F1916F7e7C0c8c8A7e50D41961576870496,137329927161905949387,6
1644591425,24816612,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x84D5317C1B79Dd848a2522afc35D0c71a3D9A16d,37414460247206623888438,1727
1645114017,25053599,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x549022aD5Cd11816Eb7cE6EA15Ae61C1Fb4Edb8A,3397369065445010368938,145
1645263509,25110114,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1488854bEaE0afb2d816E7F76a973738247eda3f,1228613397954797755457,66
1645990519,25395971,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1C04481B1a7629c6Eb195A4Bfa02A89f88Fd138E,2858676995719772777408,149
1647698225,26113300,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4f4FCA10d1863FF5fea61b8dD3E7a7F8a6bC77EE,53232201413213049851869,4382
1647832031,26172579,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xb3441422492864027Ba1E0CD16155e9fD7eFFd71,6137280771086372854417,598
1647988371,26243646,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xcb3034E01b31d2Be2135F6EAFFe4353CEAdF2c83,33103979155112285714410,2155
1648039402,26267123,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4f4FCA10d1863FF5fea61b8dD3E7a7F8a6bC77EE,36975068080804375443260,3099
1648155197,26319294,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x037dFD569DeFBC08aE28001159b4c49f6d006cfF,2133031365170173590124,208
1648383832,26422357,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4f4FCA10d1863FF5fea61b8dD3E7a7F8a6bC77EE,17228463495349664776673,1226
1649352685,26859750,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x8f9De5868AcE79B6a51d87C5a3B05D10E93136e6,4258261556361263035312,332
