timestamps,block_number,sender,to,amount0,amount1
1644705776,24869765,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5E45f0BAd4ed45290D51baE9C375C586f520CDB1,9956583,1331319223837819199
1644803892,24913695,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5E45f0BAd4ed45290D51baE9C375C586f520CDB1,12172248,1626755892345693944
1646836209,25767909,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xf99FeCCcd31fc665E4D453BBdC1C190Bdc5836a7,31035241639,5164645433889996944230
1647297803,25948463,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x70aBb00D2D8C91D1AF258813077f5578E36cc465,80030745,13262903480671617428
1647312501,25954464,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD57f72cC85ee8Fd68547dF60f8E559C28Da31CC9,37538618,6220510544525783054
1647312981,25954634,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xd5bd29aA9816F2140bFE283a5b3a8f42d2060A8c,70322769,11653312962724476475
1647356295,25972344,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4b11819cb5f207CCce6E1B1A09f32863aAFd87cD,51637773,8555706544411480274
1647439418,26006237,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x587A6FC181213b8fdce3e328948E7Da692a4837f,5367491,900998889239478598
1647462662,26015579,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x09a3fB82717577E4f2b4945473BeB248fab35925,22805114,3682381462731261635
1647466980,26017424,0xf1c9881Be22EBF108B8927c4d197d126346b5036,0xf1c9881Be22EBF108B8927c4d197d126346b5036,1117427878,180434440263761697766
1647508032,26034225,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfDf12819A01BA94cD00A37359E9589bfF0879325,15065196,2433547685693123046
1647522426,26040064,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5Da99058E4e1a1c0B3D917d53ED405c25a49FDc2,99585659,16083724250982375058
1647545499,26049574,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x2dAB1F1B5EeAA53c583b932C1A8d43757B8421e7,192181897,30916162595190983682
1647546065,26049757,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4b11819cb5f207CCce6E1B1A09f32863aAFd87cD,298862425,48080964405835363902
1647547187,26050206,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xB89b1382971Bf3428CD20ed8A603A15b66D8FF68,248159375,39927971656205125621
1647553866,26052621,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7807942AfaC03a1572E31421c7a6Be1c37ef637D,100409403,16156901423689201691
