timestamps,block_number,sender,to,amount0,amount1
1641771714,23536151,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,414899999999935587,99999999999984
