timestamps,block_number,sender,to,amount0,amount1
1642965788,24076360,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,12385559697666211151,654389275491157499940456505
