timestamps,block_number,sender,to,amount0,amount1
1644247765,24660942,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,160449887421993921816,997203084403332264461608162391
