timestamps,block_number,sender,to,amount0,amount1
1646596158,25658028,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,1401927660206074140,39503650641766247
1646598688,25659193,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,843543001954122568,24133607320547413
1646598754,25659224,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,29907433705646161,855646077728499
1646683276,25698138,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,782807823466632109,20029435412287108
1646688805,25700756,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,51577751300214764,1307470721951841
1646688933,25700818,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,25273098137105237,640660653756402
1646701300,25706376,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,2337595007152684363,59623217202571300
1646701498,25706473,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,194799583929390368,4968601433547608
1646703548,25707460,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,58439875178817109,1490580430064283
1646746416,25727083,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,6493319464313014,165620047784920
1646768604,25737217,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,356314817060349969,10185056807930862
1646783713,25744046,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,633448563662844403,18106767658543756
1646848934,25773518,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,769033050302833000,22154217334210218
1646857058,25777089,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,3111088248952369863,89623879215668609
1646865382,25780929,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,1562695675977549549,44609846650477266
1646867562,25781925,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,915333217594718202,27419179054711729
1646878354,25786971,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,549199930556830924,16451507432827038
1647180099,25899777,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xF41AD51853e6f4FD5DC479D7bF5f3479B5aA7A12,66434412256205747,1679944608501945
