timestamps,block_number,sender,to,amount0,amount1
1640616897,23027475,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1199949993748437011,69508147574978382805365001
