timestamps,block_number,sender,to,amount0,amount1
1641039761,23221611,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7C109314f82EB7baaCB8538E2C630Eb540450a89,5345539072,251683001248716599729
1641047233,23224971,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x0B5c619b77466078307fC09cCF148B54137aD3E7,96291,7338891164401402
1641049339,23225930,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xdEEB5c43dD9b8d1BA200b534F6ebDFC7635235ea,12260403169,992633302880632814196
1641049339,23225930,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xeEBdB422077a305837FB66679d366B47ba0Ae680,38990492168,3156769030031426452001
1641049753,23226131,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xf18Ff2dc14EAD656227349209119c0cC5079F00E,7340239467,667462588161808492585
1641049829,23226169,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1eF27323Cc1291637BD6E94f4E76676b7365c559,24794399951,2267134775865875489140
1641050133,23226314,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x400D9beb58c73D15f8ff83C257AA801a28Fe8948,46242413871,4285266856112032389313
1641056071,23228905,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x764D4b3eaa1f2c09A03576422C25C546BA4FC5E0,6599018319,908039765256265606824
1641084640,23241846,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA8665B55B00a7Df2C5C10c2536A5D774dc1A5fF7,9483603104,928848142853576457993
1641140976,23267677,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD05b3628ac4189b0cD435C168bD82A6F20d691dE,4305420960,580897467677908032707
1641373328,23365729,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x78bbdEDd45C31f0AE0071FF0e0B6742C2e45B39b,2540874861,229115457199335577450
1641471440,23402424,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xbf61B6DC47A441fbE2B55522DF2dcF34082BE0d9,21689591046,1416635874301784814134
1641740827,23521930,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x6a5dBF2Fb5206EC8192620810C3edB6d5e62B188,30612403812,1831893607071829964658
1641740999,23522014,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xe06a1e612c4D5D07784D6e2e528A23Fe2bA75D97,10099315946882,604358691722008736579383
1641747380,23524903,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x85483CC8262D16c37D5C5c2a1735971EAa27C447,17579139392,1046999999981241512759
1643209378,24190044,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x0CA35a03D3e570c34105bE3585DAC330bc145308,202221232,3387365144142651876
