block_number,sender,to,amount0In,amount1In,amount0Out,amount1Out,timestamps
19426418,0x74D07514aD71aA6ba1F3428eedFA01dc11408EAB,0x7B93196CD4861f345509c2da31058CA4B1c30D63,0,82703556702863109843,29393299018007303,0,1632415070
