block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23467745,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,701652048163798400663,122911321246470626235,340970681343969390755,1641619928
23507024,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,704177576882339732481,124939200007148830812,337848164981275901717,1641708143
23536932,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1641773548
23574894,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,353123098900279788395,69662458125339733285,150870227523884265520,1641860662
23574894,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1641860662
23647777,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7000,16000,78111125279719707254,15279415758935311350,10267345461959405360,1642025702
23650818,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1642032433
23688925,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1642117670
23790675,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1642344665
23890889,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1642561977
24012747,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1642826411
24091814,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1642998840
24171458,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1643168836
24335650,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1643530506
24460547,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1643804477
24534416,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1643965051
24677489,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1644284317
24699813,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,208660588674252671781,106058291845423126886,410521803701523301153,1644333877
24803273,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1644559806
24874746,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1644716656
24967178,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,0,0,0,1644921392
24971075,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7200,15000,15903423214677885600,0,10871850774836269362,1644929570
25000778,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3200,17000,622453459466277527727,18303400592759482147,632074481161427468304,1644994341
26141890,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7200,21200,0,0,0,1647764123
26470871,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7200,21200,0,0,0,1648493627
26471378,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7200,21200,2432080976079978126066,152041840209708900135,2460653449124248018949,1648494673
26505683,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,12800,17200,45366630653638593819,0,21169834163136734897,1648569562
26565237,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7200,21200,0,0,0,1648702366
26565273,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7200,21200,2447217633410955769975,136580263020012177000,2575693441854040851955,1648702442
26686001,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11200,25200,0,0,0,1648968623
26691360,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11200,25200,1752737213466813036594,199444314159162850317,1341439392034344395718,1648979946
26691360,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11200,25200,0,0,0,1648979946
26747458,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11200,25200,1752737213466813036594,205079212525417453297,1306056286322633071567,1649105275
26747546,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11600,25400,1722676866285893319299,206424153993075524137,1222737459379787569664,1649105455
26781946,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11400,25200,1709788555285345385606,190929240976935217471,1301576825163241725234,1649180453
