block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
25862201,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-317400,6140417542496472,1179999960348581971023,11934751,1647085517
25865298,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-317400,6244492450979392,1199999966379637383968,12137035,1647092932
26319323,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318800,-317000,6518097317809525,164365749944818,73404470,1648155261
26319323,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318800,-317000,0,0,0,1648155261
26319857,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318800,-317000,2542057953945714,64102642478479,28627743,1648156361
26319857,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318800,-317000,0,0,0,1648156361
26319920,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318800,-317000,17012233999482862,0,191585676,1648156491
26319944,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317600,-316400,6876165014938030,1311097208374590890817,30751384,1648156543
26320038,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317400,-316000,3881835433868885,1310199900669108981220,12406447,1648156735
26422736,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317400,-316000,0,0,0,1648384789
26485221,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317400,-316000,8961158223997272,4597454435415609324626,2072696,1648524645
26485221,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317400,-316000,0,0,0,1648524645
26485308,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317400,-316000,26883474671991819,14169667966105686967822,0,1648524823
26505277,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317600,-316200,17968723611563903,9566083334385749097860,24,1648568717
26505277,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317600,-316200,0,0,0,1648568717
26505659,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317600,-316200,17968723611563904,9566084870701885871745,0,1648569510
26510908,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317800,-316400,8931967044851794,4802932223883566956205,66,1648581770
26510908,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317800,-316400,0,0,0,1648581770
26511041,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317800,-316400,26795901134555382,14408809365554024965520,0,1648582058
26521909,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,3539595755318834,1889870241311248791187,505399,1648605586
26521909,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,0,0,0,1648605586
26522190,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,7964090449467377,4252208042950310047133,1137148,1648606168
26522190,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,0,0,0,1648606168
26522556,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,5973067837100533,3197915935428841976108,716860,1648606929
26522556,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,0,0,0,1648606929
26522568,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,5973067837100533,3197915935428841976108,716860,1648606957
26522568,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,0,0,0,1648606957
26522867,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,5973067837100533,3237805833646223012426,98182,1648607571
26522867,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,0,0,0,1648607571
26523007,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318000,-316600,5973067837100533,3237805833646223012426,98182,1648607859
26541272,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,3508061223739177,1413065471227476425709,7908289,1648649119
26541272,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,0,0,0,1648649119
26541420,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,4735882652047889,1762403897812871084520,12971972,1648649423
26541420,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,0,0,0,1648649423
26559910,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,0,0,0,1648690332
26560576,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,4036663345979403,1462778088342003956985,11683050,1648691855
26560576,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,0,0,0,1648691855
26591227,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,11437212813608310,4063123901937512659764,34398240,1648761028
26591227,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,0,0,0,1648761028
26591719,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,5718606406804155,2031561950968756329882,17199120,1648762044
26591719,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,0,0,0,1648762044
26617230,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-318200,-316800,5718606406804155,2056557001513295226319,16801013,1648817646
27041984,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-317600,-313200,64304606506160,99999999999997044596,0,1649753993
