block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23875908,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,50,16270,357334329103439521861,86981878686999122671,162105057771132309698,1642530037
24827352,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,30150,12315892125970415714,6606453924595434521,3934202564207541355,1644614008
