block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
25055814,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,226200,230280,138192131031116747122908,312385827464228280,1112859725739805754832485,1645119138
