block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23231441,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,100800,101600,116701736752191561076663,1401474993322109686,699332059305834033619370,1641061732
23299581,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,84400,101800,11280495171907714091694159,24190027524472062585,1063445099927704027408296759,1641212435
23300600,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,96000,103000,2771361738507294947823,6048999999999999999,10464204461974212870408,1641214557
23510636,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33600,96800,100520016969929669798976,37115113673991353525,11603439771790297647181626,1641716103
23510636,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33600,96800,0,0,0,1641716103
23510887,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33600,96800,31496271983911296537012,11629402284517290771,3635744461827626596116854,1641716621
23510887,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33600,96800,0,0,0,1641716621
23510995,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33600,96800,1929984325822649660140,1663010182540633987,209696051210891752932124,1641716845
23510995,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33600,96800,0,0,0,1641716845
23511027,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33600,96800,80416013575943735840,69292090939193082,8737335467120489705595,1641716909
25624954,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,835544306063978853349129,29922326899880418440,89941581703274301721163915,1646521157
25624954,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,0,0,0,1646521157
25650547,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,1253316459095968280023695,45498560435656273326,134904387926226331093288835,1646579959
25650547,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,0,0,0,1646579959
25665407,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,1190650636141169866022510,49717139609346394710,128074929105765294387961803,1646612060
25665407,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,0,0,0,1646612060
25665933,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,55772582429770588461054,51283143813651577758,5422284734896375579640975,1646613148
25665933,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,0,0,0,1646613148
25665995,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,57000,92600,34739738078319992110973844,0,2959999999999999999999999945,1646613276
25666554,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,36800,94800,6893240525027825540131,6340726064899656685,670144735214577250878151,1646614426
25668729,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,64000,92800,6962754721057633584333855,34030656346509258689,549635496301911439451717399,1646619168
25668729,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,64000,92800,0,0,0,1646619168
25699524,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,64000,92800,5222066040793225188250392,60391012174772565763,411853596069729453515114878,1646686137
25699524,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,64000,92800,0,0,0,1646686137
