block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23760626,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7380,21240,3389181700772156933171,527424331448951102940,1857770129749236017989,1642279660
23769220,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10260,16980,151424447399080454491,12402735136835806658,44128975038987801857,1642298029
23771430,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13380,19560,335935962112253038572,45739970435162453647,0,1642302713
23793327,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3360,16920,0,0,0,1642350647
23793341,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,3360,16920,66237630887301657274,8262051964399737652,41234224332388160180,1642350675
23818745,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7260,21120,0,0,0,1642405808
23822475,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138180,22260,4117998694497307067,1071917363120132782,6988693245892737614,1642414537
23863819,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7260,21120,0,0,0,1642504473
23863819,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7260,21120,41111593856115007368,6682227954790655584,21445120757035533884,1642504473
23894905,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9720,23640,250715446201304205147,0,409903776938602244638,1642570609
23916984,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,5100,16080,0,0,0,1642618580
23917027,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,5100,16080,440050431288173203151948,87023632012093076920,414940748261304583937677,1642618670
23918707,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,5100,16080,370791804066823117630251,0,349999999999999999999999,1642622156
23951411,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9900,18660,25917504092100221710,0,23365871452321495823,1642693095
23953838,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887220,887220,0,0,0,1642698371
23955287,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887220,887220,2093773311906063884030,629407280316309306216,6965103230847537237207,1642701489
24360987,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,4500,18300,0,0,0,1643586664
