block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23620073,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16000,24000,0,0,0,1641962861
23660864,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16000,24000,5593393274283266276976,0,6121777758792503036260,1642054066
23661959,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16000,24000,914601425952765718844,0,1000999999999999999997,1642056324
24443620,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28200,30000,170560889225496339879,3576011658601051633,135676460506585842,1643768005
24448936,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,23200,27200,28643920434807686362,0,20227766873011590294,1643779482
24493022,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,21200,35200,59973256263293539324,1226673303340613169,138431358868651634852,1643874161
24501980,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,21200,35200,0,0,0,1643894433
24501989,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,21200,35200,27757314879463423643,604366028433087086,63088389595989154572,1643894451
24508125,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20800,34800,0,0,0,1643908162
24511428,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20800,34800,0,0,0,1643915499
24521182,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26000,39800,0,0,0,1643936558
24527561,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20800,34800,0,0,0,1643950492
24530708,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20800,34800,0,0,0,1643957240
24540151,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26000,39800,0,0,0,1643977355
24565564,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20800,34800,0,0,0,1644033868
24569663,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,21200,35200,0,0,0,1644042834
24569668,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26000,39800,0,0,0,1644042848
24569678,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,21200,35200,49782377451569534053,3059362918042488875,69504506585839031459,1644042868
24601243,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20800,34800,0,0,0,1644114937
24602224,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,26000,39800,111735624992047545158,15178220997392603002,0,1644117185
24612961,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20800,34800,0,0,0,1644142189
24649744,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20800,34800,389429988676344186790,68202797117616136350,8804645158002180586,1644223098
24661051,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19000,24600,0,0,0,1644248085
24661097,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19000,24600,237537259944843364315,254696362189871875,195476387663118571375,1644248181
24679819,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17800,31200,0,0,0,1644289509
24682308,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18800,23000,388244960544600707984,0,232228808902461131541,1644294911
24689778,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17800,31200,273199608813167259353,37918145829858782318,117682775250980336975,1644310711
24717612,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19000,38600,0,0,0,1644372503
24717641,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,19000,38600,456845717688215892281,110372640669281927729,0,1644372565
24722228,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,38200,0,0,0,1644382151
24739270,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16000,19600,0,0,0,1644418354
24739546,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16000,19600,530267491066475356628,0,232720498695443027089,1644418922
24742327,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16000,19400,599392950021514929044,14063759570570330384,155015277194491093357,1644424932
24745986,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,38200,0,0,0,1644432867
24748335,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,127488125690568625595,47126366363422570938,344885961857421407311,1644437837
24749441,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,18200,515125393015858754065,0,155991462176959306521,1644440249
24762183,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,38200,130067036502898020990,31293184189788504062,50905020226223561837,1644467577
24762183,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,38200,0,0,0,1644467577
24776582,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,38200,489299803987092555155,115314476187197106408,207639663633646625249,1644499272
24789377,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15400,19000,248864158652329094346,4500302930211582849,77250340369488884801,1644527441
24817843,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13400,27200,0,0,0,1644593982
24818859,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13400,27200,51302778237178211285,5736808866179926044,38965814964822331284,1644596166
24819366,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,18200,655724354385738250486,0,198567964640261692840,1644597252
24877599,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8000,30000,0,0,0,1644722857
24905722,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8000,30000,543320280510200107798,79678573604615299743,658712516658731298987,1644785022
24933234,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13000,27800,11367150680326520952054,1372077426620274606259,8965268732586372631262,1644846372
24948086,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,25000,0,0,0,1644879148
24951442,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,25000,0,0,0,1644886664
24951687,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,25000,0,0,0,1644887260
24952059,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,25000,7291156543725991119772,897375158754779664358,1895843698105639640555,1644888063
24952059,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,25000,0,0,0,1644888063
24952456,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,25000,10936734815588986679659,1312636993724532816107,3044496379040172043418,1644888896
24952456,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15600,25000,0,0,0,1644888896
24952699,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18600,21600,19595892756791070749,1076954860968848634,0,1644889399
