block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22886135,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,135360,149220,137319767275148134731648,30533994410770608628,52786042170914386065256829,1640304128
22921064,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,135780,149640,496806753167032918587134,124535232380398157456,169291495862425453437970131,1640382221
23066839,0xF169BD68ED72B2fdC3C9234833197171AA000580,142980,143040,424783587400897214281455,910116315698213388,145555913395727156802080,1640702627
23532115,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,138420,152100,0,0,0,1641763108
23546891,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,141000,147420,0,0,0,1641795423
23546915,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,141000,147420,14016294880951205776290,3339300870521662635,0,1641795471
23572263,0xF169BD68ED72B2fdC3C9234833197171AA000580,165840,165900,13321143382310484705406927,9999999999999999999,0,1641854340
23880132,0xF169BD68ED72B2fdC3C9234833197171AA000580,144060,144120,448351325280328571861273,999999999999999999,0,1642538803
26033970,0x7CAEC5E4a3906d0919895d113F7Ed9b3a0cbf826,145140,145200,1422312647383098500000000,0,6057084978401123024459950,1647507506
26225079,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,138420,152100,0,0,0,1647948400
27351912,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,141840,144780,24211803769848037031580,2753798513515121251,0,1650435467
