block_number,sender,amount0,amount1,timestamps
18868746,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,990000000000000000,3582849158292295,1631070893
18897874,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,7141628938329265709,32178659602974600,1631143082
