block_number,sender,amount0,amount1,timestamps
19501810,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3817799106400714354,200000000000000000,1632583880
21047747,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,35216543002374542428,1348208041659147391,1636195810
21055443,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,29358211072949362,1177269959299398,1636212884
21317282,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,151822087070793755,6185010889194149,1636796704
