block_number,sender,amount0,amount1,timestamps
18735657,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2000000000000000,138693877,1630752517
20127312,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,246601671456811405,692195074725446,1634020444
22141416,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,33111935859692653665,12278047848000000000,1638656732
