block_number,sender,amount0,amount1,timestamps
17690132,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,110000000000000000000,31810000000000000,1628274564
18610639,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,75183406983209947,10000000000000,1630466270
18678125,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,880646613546328584,313394068135172,1630620204
18685201,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1042554101860511985,381720910216431,1630636179
18700970,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,50023903474081029,18396814875538,1630671292
18736993,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,4129072422706189720,1814135984515698,1630755657
18737013,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3903766527797153617,1715146310895464,1630755697
18758221,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,9671766215993846,4277924771912,1630806294
18779237,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,94267100564941116,41921166931913,1630859399
18792495,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,781999999999999999451,348238058096782761,1630891591
18828018,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,253531393182249551262,113296192505641642,1630972955
18863950,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2000000000000000000000,646171144563111235,1631058822
18876314,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,9077126404482428366,2961226194151942,1631092091
18879673,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,286479411546800555636,111480508480285256,1631099606
18884270,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1499999999999999997728,584025688684233491,1631110331
18884330,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,149055196158265698133,61794701687096124,1631110523
18884389,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,99999999999999999966,41457596433929730,1631110721
18884391,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,84299736524423654225,34948644563161619,1631110729
18885639,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,131119972184235876125,59222791324132476,1631113593
18885916,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,383795628379486021087,205045103538683286,1631114277
18886247,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,179799101265101918263,103490657348473100,1631115089
18886359,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,17333064815009498428,9976747708678300,1631115369
18888685,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,53824589781294057114,21444054333292918,1631120886
18888834,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,607362300138042999777,199999999999999999,1631121330
18896101,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,210055027899109583162,75095765917675709,1631138825
18896226,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,47219874298298879321,16881350865213712,1631139083
18896369,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,275423685915966519653,106503013089033349,1631139377
18902271,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,68396840231226876902,24174897118886550,1631153433
18905939,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,119195397689831712007,44249081987128379,1631161773
18908462,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,328761841112355148317,133871366604107181,1631167103
18909156,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,499999999999999998685,215257672587134043,1631168535
18909692,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,102468612455968345745,32770896640127307,1631169648
18910277,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,175001537365238066346,58215802675627536,1631170986
18920680,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,336697276184677566650,121406542211220720,1631195459
18932558,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2131128375546053983564,739200097715795142,1631224284
18940351,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,232037376933641679505,78490032875068682,1631243702
18941363,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,36518514045196208083,12235977794335642,1631246430
18942976,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,55856352366387980104,18866269148661996,1631250912
18944713,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,294347892877936780578,106883720030430516,1631255308
18948132,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,543909601789600629800,206819561901049172,1631263918
18980408,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,529901177263673284490,215040820643766545,1631339247
18993561,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,125267319454751285694,45843900755095188,1631370756
19000522,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,418444307134722607920,170683643759173567,1631388025
19004147,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6778137985133188977,2493878778269544,1631397421
19004211,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,13533882285628467979,4990780553956570,1631397553
19004290,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,26975619807832778497,9992502675425919,1631397719
19004331,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,13435859987389479859,4991178558471469,1631397801
19004356,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,4939297127123857,1835400718127,1631397855
19196052,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1589382556464396060826,504511632381916716,1631862183
19979761,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,49999999999999999279,12948680551732297,1633687975
