block_number,sender,amount0,amount1,timestamps
16361302,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,100000000000000000,100000000,1625135407
16372484,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5267492837711735,10721100,1625160523
16372603,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2987233421348492,15915873,1625160765
16372651,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3454816518755685,21442776,1625160865
16372696,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3016641960597961,21239792,1625160959
16373120,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3412534294542858,55567716,1625161963
16373150,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,73285946058954,1200024,1625162023
16373236,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1738204327019202,31435899,1625162199
16373301,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,100000000000000,1838983,1625162333
16373440,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2377959211902135,53532903,1625162625
16373581,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2081393061197906,53044248,1625162915
16376429,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2116046691685902,116828479,1625169267
16376680,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,245566156764728,15000127,1625169785
16378432,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,82601467130,10768,1625173678
16379086,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,133737972740611,16214639,1625175154
16379157,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,517532230286516,57426417,1625175300
16379565,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,312487738398955,38365531,1625176140
16379603,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,24244737464916,2875274,1625176220
16379750,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,16216121211911,1767777,1625176522
16380193,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,477210110199750,49999999,1625177436
16380952,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,315620350367154,50000046,1625179002
16381009,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,300000000000000,37771942,1625179120
16381046,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,100000000000000,12688700,1625179194
16381794,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,363992734460397,49999999,1625180738
16381912,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,486205257249715,70449359,1625180982
16381945,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,399999994775010,55210442,1625181048
16382746,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,382109542283012,49975161,1625182830
16382818,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,71008536675540,9611706,1625182978
16382873,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,100000000000000,13301170,1625183092
16383668,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,247417977986596,37733003,1625184730
16383940,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,374364600576229,50000000,1625185294
16384105,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,10365326025453,1468879,1625185632
16384263,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,89250504696391,10043741,1625185960
16384279,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,445017325325755,55927906,1625185992
16384291,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,445017325325755,55927906,1625186016
16384468,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,607013060068235,74999999,1625186382
16384543,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,41533459540366,5000000,1625186536
16384971,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,89474490577310,11325441,1625187548
16385335,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,194005521016811,25299950,1625188296
16385611,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,10000000000000,1284815,1625188996
16386360,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,146204730325293,15107810,1625190613
16386789,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,138214885031845,15643852,1625191499
16387205,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,82886537291251,10034111,1625192487
16389053,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,500000000000000,45114012,1625196551
16389833,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,640106838645033,100575486,1625198286
16390045,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,375917847428267,60000000,1625198722
16390522,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,237975120676507,46999999,1625199832
16390631,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,66402786101296,12999999,1625200058
16390658,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,25539533127586,4999999,1625200116
16390847,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,982701000094744,205315674,1625200502
16390972,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,458233055932376,106901821,1625200760
16391202,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,104307327134671,25154907,1625201236
16391576,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,59961778279118,14438999,1625202058
16391604,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,820000000000000,152851500,1625202170
16391682,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,213422932935928,39999999,1625202356
16391708,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,138724906467449,25999999,1625202408
16391735,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,21342293311676,3999999,1625202462
16391871,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,50000000000000,8677222,1625202742
16391987,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,151430990037016,25000000,1625202982
16392287,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,37525211195056,6315844,1625203602
16396126,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,257811346143807,49999999,1625211777
16402749,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1056456794291473,158503520,1625226080
16402837,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,33273033880189,5250579,1625226264
16406717,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,59273522315591,5983070,1625234809
16424628,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,200000000000000,17557485,1625273194
16436620,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1435546771465538,65971290,1625299082
16439867,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,87121479802373,5004775,1625306294
16442844,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1658532005811161,112813480,1625312836
16466151,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,459220884315605,22448747,1625364773
16466250,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,40726323313698,1997126,1625364979
16466314,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,121419541430698,6010073,1625365111
16470907,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,203151539896887,12626012,1625375739
16471947,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,64589855577471,4499607,1625378240
16474506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5697391858601,461608,1625384158
16481636,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,128346940607992,10746663,1625399377
16481664,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,710666913475491,59505105,1625399437
16484510,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,136676999974766,11396366,1625405433
16484741,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,136676989223622,11396366,1625405914
16486512,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1047465725543534,51813830,1625409696
16486657,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,22979019265877,1291346,1625409998
16486819,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1142676886271162,64214766,1625410330
16486892,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,46000000000000,3329871,1625410480
16490042,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,234978346068418,11374342,1625417113
16498682,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,241314703900262,14147930,1625435803
16546830,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,234932519773643,10051527,1625540705
16598298,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,135293969220116,5838153,1625653999
16637482,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,217673554168557,9999999,1625739665
16768593,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1290841623547861,57999999,1626068645
16787604,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,259434383026476,9847752,1626112337
16795797,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,371840813928126,15193829,1626131265
16824720,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,288444532076884,8218581,1626200534
16887845,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,503373270074259,9239913,1626354208
16907821,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,15046639450505,249999,1626403456
16918817,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,290346883085713,5020170,1626428320
16918832,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1744310428256,30159,1626428350
16936245,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,7586354218634667,81035025,1626469896
16950279,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,453630992313372,5030719,1626503123
16982154,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,860661182929022,8000000,1626576325
16991761,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,943944105587093,10152714,1626598964
