block_number,sender,amount0,amount1,timestamps
16077228,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,12000000000000000000,12000000000000000000,1624500409
16093916,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,29411429112860359884,51621482245983418757,1624537575
16094225,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,7727678014324737809,14539312796420272684,1624538341
16094680,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,387215603540132825071,735335294874747052696,1624539407
16111503,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,26799559913407610439,45086850272703021899,1624577072
16132168,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,23142081479260147661,41703471393687134621,1624622254
16170177,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,47474034841103889634,50519608286958654728,1624711249
