block_number,sender,amount0,amount1,timestamps
22518468,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2000000000000000000,3599157469491232746358,1639496365
23068195,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,55753809272733525944,100000000000000000000000,1640705575
23745282,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,570454393707258997459,1000000000000000000000000,1642245968
