block_number,from,to,value,timestamps
24248436,0x0000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000,1000,1643336310
24248436,0x0000000000000000000000000000000000000000,0x027d6ac70F09300e4a069008BFB09bb67E57006e,5075431016179807152,1643336310
24281424,0x027d6ac70F09300e4a069008BFB09bb67E57006e,0x9c8628b0f0026481cd575BCF971a6962F90e3b0F,5075431016179807152,1643409863
24281424,0x0000000000000000000000000000000000000000,0xf1c9881Be22EBF108B8927c4d197d126346b5036,643369259139209,1643409863
24281424,0x9c8628b0f0026481cd575BCF971a6962F90e3b0F,0x0000000000000000000000000000000000000000,5075431016179807152,1643409863
