block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22847785,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11400,13860,177955076151968817604,5271559225833617928,21282511558463044641,1640219458
22885808,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10800,14640,20089935276008857466008,986180533179361196167,3428281721050742103756,1640303454
22889527,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,12060,13320,836103935997464195595,13607931617203565011,49387818914831969212,1640311508
22914469,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,12240,13140,1034282101871675390584,24678591935404262216,0,1640367739
23003809,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,4080,12480,1929968015240191583715,57483945279152255695,1045565368573017851000,1640564616
23075071,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,4080,11400,1911175268660173830413,0,1035725150870817350154,1640720537
23538713,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1641777242
23602485,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11040,13080,133820087501959078276,7471736017145078669,0,1641922979
23655190,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1642042348
23893322,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1642567130
24223565,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1643282549
24634314,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7140,16620,6205509050157807941,1639206525669876271,0,1644189736
24718806,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1644374967
24718904,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,653976666033540160353,75305788609054213948,343230707050043574709,1644375167
24718904,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1644375167
24723186,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,490482499525155120265,54283465886234407790,262563811537532681031,1644384127
24723186,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1644384127
25599477,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1646463447
26130619,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,0,0,0,1647739721
26483236,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,0,12300,170277375911336227547,55410442985972073395,26331797740856962163,1648519783
27411882,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-4080,9780,0,0,0,1650566512
27411918,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-4080,9780,395544538077859595,55013486009774267,203199328023409947,1650566588
