block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22879363,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,72971707381246391540,5172570033120501868,293713172103324986966,1640288634
22879363,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,0,0,0,1640288634
22912579,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,83285249488483076272,7212511300650824529,314681417633759599287,1640363633
22912579,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,0,0,0,1640363633
23030338,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,41642624744241538136,3956209690670830365,152340708816879799643,1640623445
23030338,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,0,0,0,1640623445
23033840,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,65393096455964662194,6212595951647709874,239226771295433898700,1640631306
23033840,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,0,0,0,1640631306
23034499,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-55600,35000,21797698818654887398,2070865317215903291,79742257098477966233,1640632676
