block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22870084,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73400,-73200,165615489388726820459,64668195837711421989,0,1640267932
22894605,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-72400,-69600,20769720442936723374,101288439910201649134,0,1640323165
22929335,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,330196821650252736,13355545112633525401,8163645894527598,1640400673
22936769,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75600,-71000,956593581429314999,5062787356370927691,2019239899004467,1640416693
22959800,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,990033439875534215,39090910601584668049,25074018409590310,1640467877
23067474,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73000,-72800,1045094721230738506842,399999999999999999999,0,1640703957
23134989,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73800,-71200,0,0,0,1640853480
23225433,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73600,-72200,166025459877112914916,199408890807485464194,162293514194940016,1641048313
23242977,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73800,-70800,21477661479107157643,80472064423816627101,25691458955340229,1641086974
23247318,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138200,-62800,1858509852746892350,28249190365649333489,46669882481571061,1641096333
23263913,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-74200,-71600,32706043159822633746,81979504851017824320,51592710752793462,1641132640
23297995,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75600,-70600,8967249102315189850,44000237646322416281,25088395928930075,1641209032
23319986,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73400,-73200,60916415533928876782,23786148892349101293,0,1641257718
23329530,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75400,-70400,30498071702543528603,170825776532514952199,71286094493540319,1641278971
23364708,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-80400,-68000,308220493237079784,3030337148319083528,2211454565887971,1641370687
23390696,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73800,-71200,0,0,0,1641441625
23390875,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73800,-71200,676289049261877352386,3300642762788743884886,0,1641442132
23433906,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-80400,-68000,429189648957884944,3920374568040596943,3271803108992406,1641542739
23441421,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138200,-63200,26639172903504148,413613086489402494,654835669426986,1641560325
23541933,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73600,-73000,0,0,0,1641784147
23591443,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-79800,-66000,4513888686427606531,49999999999999998835,34688455747624794,1641897870
23615657,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73400,-71800,63447688726146914414,56999999999999999975,92265127767229080,1641953617
23624045,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73600,-73000,71747274215145951471,0,55120295150677182,1641971065
23646378,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-74000,-68000,5781361221921379398,45308730114081247893,9999999999999999,1642022490
23647079,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-77000,-67400,1117689925038868546,9748954065482816423,5782887418804831,1642024194
23699069,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-79200,-66600,0,0,0,1642140002
23699221,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-79200,-66600,3359540488933450451,33275972242226528176,24730062317662256,1642140318
23957635,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73400,-73000,18356541728157270395,6110021882741541041,5354970800763011,1642706333
23960497,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73000,-65000,0,0,0,1642712242
23989290,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-74000,-72400,0,0,0,1642774473
24043966,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-74000,-72400,0,0,0,1642894464
24075521,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-74000,-72400,0,0,0,1642964007
24107670,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-74000,-72400,2802978110406512760086,8714492623930954886155,0,1643032852
