block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22909727,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640357351
22914755,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640368331
22917725,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640374823
22918164,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640375729
22918186,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640375773
22919281,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267030,-266790,23678251235860156,177459394654102945703,0,1640378287
22931351,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267660,-267130,479376362918261836,2507401738348924274,19845294852,1640405101
22939039,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267290,-266910,90681838264889033,201966704888845806992,2216517544,1640421629
22941273,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640426493
22941290,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640426527
22949715,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267000,-266980,0,0,0,1640445187
22953045,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267770,-266340,0,0,0,1640452900
22955266,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267000,-266980,3320345591646180344,0,5294650142,1640457849
22958497,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266750,-266390,217145078850767798,2399999999999999991822,0,1640464935
22958497,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266750,-266390,0,0,0,1640464935
22967055,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267780,-266580,0,0,0,1640483385
22980268,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267770,-266340,23323413401991588,0,2651143421,1640511829
22980268,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267770,-266340,0,0,0,1640511829
22980327,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267770,-266340,15548942267994392,0,1767428947,1640511951
22982983,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640517648
22982985,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640517656
22985867,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266400,-266010,138338333972486364,0,4473868349,1640524353
22986772,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-265700,-265680,9256063341570042,5438776558424136003,0,1640526255
22986824,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-265840,-265820,15203545881428480,8996212337840055416,0,1640526363
22987416,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268700,-262170,194282426687183,19883149293360471916,42018999,1640527583
22988987,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266590,-265340,640741902859867756,10736408382188557230579,35934450906,1640531198
22996947,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266130,-265780,0,0,0,1640548797
22998893,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268440,-263800,807872139141143,50713156034579468675,154080972,1640553321
23000649,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266310,-265580,0,0,0,1640557094
23003057,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266310,-265580,0,0,0,1640562778
23003457,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266310,-265580,49440998755358822,171168662530171877388,2533892840,1640563634
23009822,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266140,-266000,311537856845949281,0,3641164193,1640578064
23011354,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266130,-265780,181813932502383518,1572186239947906227,5338649544,1640581352
23011365,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266210,-265270,72625145819263309,1079570260630608004301,2616079897,1640581374
23014340,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266900,-264930,0,0,0,1640587899
23018057,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266900,-264930,0,0,0,1640595949
23018133,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-286970,-286260,958040299074794358,0,20330999999,1640596149
23033784,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266100,-265550,136402843685424959,2219095658830850795628,0,1640631190
23041059,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266210,-266200,298548639062472207,0,247562165,1640646975
23041984,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266220,-266050,16717267362087903,85373477410925758203,0,1640649013
23041999,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266230,-266110,278511736334209740,1005756458384376784616,0,1640649043
23042258,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266270,-266150,301237214575672954,1089999999999999993553,0,1640649705
23042311,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266290,-266210,450953434178183400,1089999999999999997312,0,1640649815
23042391,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266330,-266210,300334902192088952,1089999999999999991076,0,1640650028
23042857,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267270,-264570,0,0,0,1640651068
23042868,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267270,-264570,176383022793327755,9950382426951549043698,10826487370,1640651090
23048331,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267780,-266580,118858495070775132,404147215542948607298,10201259693,1640663115
23051267,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266740,-266720,0,0,0,1640669563
23051295,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266740,-266720,41300979601063157,0,66720590,1640669619
23054076,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266300,-266000,237990361791796744,2146435556887422119860,0,1640675613
23054902,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266290,-265700,780310084104203817,13734173269906083977462,0,1640677451
23054910,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266900,-264930,0,0,0,1640677467
23059339,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266610,-266310,17035430046485322,156042469306659576823,0,1640686864
23063672,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640695926
23063685,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-269390,-265340,0,0,0,1640695956
23063869,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266570,-266550,0,0,0,1640696332
23063986,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266570,-266550,1948224107638608,1195651677781566710,0,1640696574
23065004,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266630,-266620,1296857917422031975,0,1053032671,1640698676
23065113,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266630,-266620,1297682085083137240,0,1053701885,1640698908
23066736,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266760,-266750,248866592642212195,77114583358108173126,0,1640702413
23066741,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266640,-266530,95465168701167478,322638929910059773152,0,1640702423
23069705,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266830,-266430,357945452977659693,4408996805690492381171,0,1640708697
23069705,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266830,-266430,0,0,0,1640708697
23070399,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266780,-265310,0,0,0,1640710253
23070777,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266780,-265310,444738333646382,19555677612788280009,0,1640711033
23071520,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267810,-264970,0,0,0,1640712700
23071532,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267780,-265510,0,0,0,1640712724
23074018,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268030,-267090,272423841371144487,1400215852907066516991,16348569908,1640718239
23074071,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266610,-266430,418079150781173,2304621908754460367,0,1640718349
23076887,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267810,-264970,0,0,0,1640724682
23076903,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267780,-265510,0,0,0,1640724714
23077016,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268060,-267250,3150927204050792695,0,196850926312,1640724948
23081494,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-266670,-266530,92923759632251019,399999999999999995289,0,1640734849
23082591,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268250,-265560,0,0,0,1640737114
23082687,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-268250,-265560,116790081209803283,5044704416110055305983,11392905662,1640737310
23082851,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267810,-264970,0,0,0,1640737650
23082861,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-267780,-265510,0,0,0,1640737670
