block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24653023,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-122100,-115140,107627991730906348529248411,0,99999999999999999999999,1644229988
24653035,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-99000,-93960,49249813244537594824113595,0,99999999999999999999999,1644230012
24653041,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-99060,-97200,1452585225574271263800355854,0,999999999999999999999999,1644230024
24653049,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-92280,-91920,1174714460187740229,1005267610852641899,109968321293623,1644230040
