block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24789360,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17160,19020,223581784625070131107,4491718926894466443,22785800463038728767,1644527403
24819845,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17580,18060,2019592677446367921412,2206590367613566937,104748914871073168744,1644598242
24960414,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,12540,23040,1329289414857238651423,145694030624695105814,634811522255002545741,1644906991
24960414,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,12540,23040,0,0,0,1644906991
24960915,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,12540,23040,1329289414857238651423,151889446770807344221,600982776856756610636,1644908025
24961665,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16620,18960,935621682086827083837,36561427495239714457,45414251123669336900,1644909575
24967361,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16260,18060,28093079764615770883720,264094080899503142265,4393761755503172801907,1644921771
24967718,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16260,18060,19357802563786327932166,132348263670685781156,3317835404061436758631,1644922505
24975062,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9900,23760,6875353118026384324,847493152119598506,4780912728443519321,1644937957
24987106,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11280,24180,0,0,0,1644965265
24988726,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13200,16800,4388049149027928606622,0,1674221565762379830533,1644968625
24998998,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15060,22500,13909515596847168627292,1901913473206664003310,612168048927449437685,1644990413
24999731,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,15240,18900,2118845805728250702817,122799389555631808140,204246974892257180138,1644991923
25006528,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16020,16560,0,0,0,1645007997
25006645,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16020,16560,155016575592818871285480,1653121076298554053975,997808040132899360862,1645008235
25007955,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11280,24180,13188733316576871966582,1903991150848516543625,6598524263727396219644,1645011134
25007955,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11280,24180,0,0,0,1645011134
25011772,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,11280,24180,4396244438858957322194,628969804032708022459,2228622852092150549433,1645019310
25020512,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,16140,16620,5541486375030786112598,58634985504779852936,0,1645039631
25122059,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,1320,16500,1532191160807699222432,204075636116343210458,1044534894365007487242,1645290515
25122733,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10440,11700,15021644207295758356521,0,1646182938845472136255,1645292031
25542943,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,14880,18060,0,0,0,1646334927
25542998,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,14880,18060,21759508072957552842808,0,7890516661097904054260,1646335041
25542998,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,14880,18060,0,0,0,1646335041
25563160,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,14880,18060,219793010837955079221,0,79702188495938424790,1646379907
25591794,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13920,20820,0,0,0,1646445225
25598619,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13920,20820,0,0,0,1646461549
25619835,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13920,20820,0,0,0,1646509020
25620206,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13920,20820,11150075503419279669686,664547733819633632115,4652990824853881201666,1646510053
25652177,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,0,0,0,1646583579
25674020,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,18780,17613698834502583452,0,9928065277207871257,1646630596
25691114,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,0,0,0,1646667719
25698797,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,20220,27720,3841782222908817818858,408387886235879950249,221614279028675072419,1646684634
25731456,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,0,0,0,1646756079
25751225,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,0,0,0,1646799716
25764736,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,0,0,0,1646829154
25779743,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,0,0,0,1646862806
25868853,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,0,0,0,1647101876
25888605,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,21960,23100,19913342594761020715054,367999999999999999999,0,1647151026
25955132,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,22320,24240,1448972812044372169418,39423783453468439574,37828519809822317025,1647314377
25976991,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,27660,483539316084079990398,29237619577659950567,589243191722981270377,1647367673
25992630,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138180,29220,0,0,0,1647406085
25992723,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138180,29220,5076313138833836906,402485885222241054,16301321559864956204,1647406297
26059811,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,17700,20520,24565684849270792921629,0,9012257011416886222400,1647571571
27315767,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-9180,11040,3620744021602412284201,0,3999999999999999999999,1650354501
