block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23901377,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,27600,14376146939219077850,291883617100756219,24212109291018098207,1642584158
23902309,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,27600,7224694905580737450,91177504013268592,12940389347513122954,1642586213
23902309,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,27600,0,0,0,1642586213
23905829,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,13800,27600,7224694905580737451,259043580015951021,10730149468927390924,1642593652
23947769,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18200,39600,18498498566364756244,2931874104893849612,16419521635682026202,1642685295
23961956,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-138200,32800,51999711398692291861,4201679985052329514,189177000630270888710,1642715275
23998426,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1642795775
24034274,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1642873397
24057923,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1642923815
24099729,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1643015654
24138528,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1643098880
24185152,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1643198892
24228096,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,18400,32200,126085184582451675972,0,314359815089401473875,1643292283
24250827,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1643341500
24257930,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,0,0,0,1643357303
24262230,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,0,0,0,1643366430
24282616,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,0,0,0,1643412635
24298894,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,0,0,0,1643448704
24311939,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,0,0,0,1643478065
24311966,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,33200,37400,2551042588698089134093,43739052303058862102,1478061629419185550137,1643478119
24318176,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1643491834
24349485,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1643560684
24365801,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28200,42200,0,0,0,1643596795
24365842,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,28200,42200,133357507040871429601,0,553660966148712844834,1643596881
24414414,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,31000,42000,351521216935323768003,0,1214227218588155013215,1643704570
24451649,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1643785214
24509459,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1643911042
24551761,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1644002998
24659450,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1644244397
25245536,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,59200,65200,886630829339492205785,935064867570102065,5367563250345344973747,1645580165
25292633,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,61000,66000,1067735553131439287100,0,6402186377738882120330,1645711853
26149360,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887200,887200,0,0,0,1647780551
