block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24784735,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-22000,-18200,10808979099123700677,0,752879412174492810,1644517008
24784746,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-18800,-16000,9850076127821357383,0,578206781033015089,1644517030
25534399,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-161200,115200,3144384431915013320080,7262269178350110168748,1358592050004345604337,1646316324
25534399,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-161200,115200,0,0,0,1646316324
25648907,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-161200,115200,1179144161968129995030,1983926476981203005128,699139684396569463502,1646576091
25648907,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-161200,115200,0,0,0,1646576091
25674401,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-15000,-11200,0,0,0,1646631510
27128571,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-15400,-15200,0,0,0,1649943826
27129790,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-15400,-15200,2592768781421182531257601,0,12064941388144819015169,1649946510
27329019,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-15000,-11200,17750067778026197126,6501799247785054693,0,1650383371
