block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24984963,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,53000,138200,0,0,0,1644960687
25122095,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,53000,138200,0,0,0,1645290587
25168115,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,53000,138200,0,0,0,1645391580
25393405,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,53000,138200,28477437102837705215806306,98555090746258404991405,5983610823705133992861556331,1645984251
25393405,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,53000,138200,0,0,0,1645984251
25415979,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,103400,105800,5398158675715917979568,0,121035363205479449535079,1646039863
25416048,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,102800,105400,18133374698491547939346,0,429631164830487491144707,1646040045
25416619,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,99000,110000,7094055085778029109942,2611912238968627637,590739896854132882664801,1646041479
25416688,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,87400,110600,4063246189829036663682,1986898391826108637,590739896854132882625579,1646041719
25440802,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,53000,138200,0,0,0,1646098971
25727125,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,100200,114000,36427156962831877538,23901594815857882,3640576639594664265529,1646746504
