block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22894455,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640322853
22895432,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640325255
22910829,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640359644
22910853,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-10,19040,0,0,0,1640359696
22911289,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640360720
22911295,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-10,19040,0,0,0,1640360732
22926146,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640393481
22926151,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-10,19040,0,0,0,1640393501
22926700,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-10,19040,16194567947557423100346,3970515146906121814729,9471847717072386411329,1640394743
22931506,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640405419
22931529,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,6930,11600,0,0,0,1640405469
22946274,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640437447
22946298,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,6930,11600,0,0,0,1640437495
22947133,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,6930,11600,0,0,0,1640439345
22947165,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640439413
22948435,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640442417
22950205,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7420,9930,0,0,0,1640446323
22954623,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,6930,11600,0,0,0,1640456263
22954653,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,6930,11600,55685321649815127542624,3414606892749108525126,10892808413379359544652,1640456327
22955215,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640457743
22955793,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9490,9510,279555861341262198772074,0,449496662802486427792,1640458959
22964611,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7420,9930,0,0,0,1640478291
22978086,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,0,0,0,1640507054
22978164,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7420,9930,0,0,0,1640507214
22978564,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,11000,115480193629326907887358,3529443862126616391649,14943123931234317614693,1640508180
22980299,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7420,9930,12918490014162023272451,0,2503136445814038069659,1640511895
22980299,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7420,9930,0,0,0,1640511895
22983190,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9190,10930,175033731097183404626423,3214522303129583878553,15893837861206281671400,1640518186
22990106,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9520,11310,0,0,0,1640533900
22991728,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9520,11310,0,0,0,1640537391
22994592,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10240,10340,13445223497310797281785,32652841466150726373,20995431635212809838,1640543683
23000325,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10120,10480,148129867774211970605623,0,4462207529221113528963,1640556406
23000657,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9520,11310,0,0,0,1640557126
23003052,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9520,11310,0,0,0,1640562758
23003285,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9520,11310,169234389023601674648232,3528198571665341644409,14957077529464618379608,1640563278
23015630,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10490,10530,6858356859478231795593,8109948441682538118,0,1640590687
23016200,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10450,10480,14144258816843379987516,12572352651842481629,0,1640591863
23022065,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10280,10630,147943029348543177282913,1171377088221632926275,1020558051271717862976,1640604851
23029987,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9440,11390,0,0,0,1640622591
23039132,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9390,10640,12719632198553498914587,178101327678286739692,807709653664337930745,1640642872
23046152,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,6550,10420,3575571862527345900807,79278717244620910874,842417661405369664075,1640658492
23048307,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10390,10480,3163835489689024149997,8449348877055060888,0,1640663062
23048373,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,7420,9930,245451310269078442176575,2180479273891205641293,41758736003146057515680,1640663199
23054091,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,10010,10300,304200061644699320804124,2654650746140079623280,0,1640675647
23065921,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9560,10580,0,0,0,1640700730
23071545,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,10820,0,0,0,1640712750
23071756,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9560,10580,492091122752460758550602,15169969747887412046112,0,1640713188
23082881,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,10820,0,0,0,1640737714
23099001,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,10820,0,0,0,1640771914
23102282,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9380,9390,248157633918163192415014,0,198361978504775456755,1640779338
23105190,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9440,11390,0,0,0,1640785856
23107366,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,10820,0,0,0,1640790600
23108446,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9240,9250,250080080585995847815699,0,198504329285829003366,1640792828
23113068,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9310,9320,249210567489611879978479,0,198507669698821743673,1640803030
23114953,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9020,10480,0,0,0,1640807311
23115446,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,10820,0,0,0,1640808543
23116868,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9420,9460,4328746489886441325702,5399999999999999999,0,1640811753
23119767,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9020,10480,23082885628894539690918,815523668646124978713,549314845652690817408,1640818468
23123492,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,10820,0,0,0,1640827190
23139922,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,10820,0,0,0,1640864140
23141399,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8330,10820,100915651130282983481361,4297586381188380847582,8475207730542374775699,1640867314
23151392,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8420,9300,43793148398559220098999,0,3000924001317670677420,1640888688
23152045,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9270,9290,0,0,0,1640890034
23152088,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9270,9290,12723724217843981773854,0,20234622953529637128,1640890124
23153454,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9380,9960,0,0,0,1640893012
23153554,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8540,9420,43544844682189200164823,0,3001865369046864592399,1640893220
23163601,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9380,9960,0,0,0,1640914580
23172375,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,6710,11680,0,0,0,1640933108
23194159,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,9540,9660,2543333051482056683138,9442402173988567670,0,1640979752
23197181,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,5850,12510,269711017688510515988,26187543648907475422,65340583041452859733,1640986510
23224340,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,9066867464256062227,5705565997309572087,14408401489554221506,1641045798
23224340,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,0,0,0,1641045798
23225970,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,9066867464256062227,5719592796197883929,14373066150624083175,1641049419
23249583,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,8910,9610,0,0,0,1641101525
