block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23111217,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,11550,26249721516440914499,1427881329381437340,42633107879642358264,1640798955
23111217,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,11550,0,0,0,1640798955
23234153,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,11550,71661739739883696585,6206961029211323940,110600918450809345834,1641067616
23234153,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,11550,0,0,0,1641067616
23285939,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,218449899703923125,141540414655315011,337150055670422018,1641181436
23285939,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,0,0,0,1641181436
23313523,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,11550,21405454727497727552,1854027320413772086,33036637978813181224,1641243438
23674057,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,16219905053016292050,9724310875994250124,27054392160407419206,1642083594
23674057,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,0,0,0,1642083594
24033611,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,91870880768869902853,184979997140457223,153238309861797072440,1642871903
24033611,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,0,0,0,1642871903
24033611,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,91870880768869902853,184979997140457223,153238309861797072440,1642871903
24033611,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,0,0,0,1642871903
24148993,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,25563150617268391927,51470841342860802,42638689893349857825,1643121524
24148993,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,0,0,0,1643121524
24230480,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,10300,90632988552133389560,182487528397415573,151173536894604041381,1643297236
24230954,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,3730578162193747171,2236591501478677528,6222510196893706416,1643298306
24230954,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,0,0,0,1643298306
24247888,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,1676056855478350179,1004845457186072513,2795620523242099985,1643335182
