block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
25377095,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-36900,-23040,109386849664403001986,137043262326651182356,7476555411081040348,1645939814
25377095,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-36900,-23040,0,0,0,1645939814
25695781,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-30900,-28800,654908261130200712944,0,15466619896776932592,1646678265
25696133,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-36900,-23040,109386849664403001986,108778228504891250668,9015209816408502529,1646678993
26016952,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-35280,-25080,0,0,0,1647465862
26166153,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-35280,-25080,144222103765566605819,158540374339110897493,6613730391876248012,1647817263
26166153,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-35280,-25080,0,0,0,1647817263
26166263,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-35280,-25080,144222103765566605819,158540374339110897493,6613730391876248012,1647817595
26432999,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-32160,-28680,0,0,0,1648408487
26433120,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-32160,-28680,781930655112613619430,472954163381016605863,6278431088539816376,1648408737
26434388,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-34200,-29160,0,0,0,1648411739
26434443,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-34200,-29160,511700475437868759491,263901929217308733206,13764201912905010971,1648411877
26484489,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-30300,-27120,1240593689754539448,829584961276928472,0,1648522921
26484490,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-32520,-30480,0,0,0,1648522927
26484600,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-32520,-30480,1283672638558149418244,530660617375270202660,4012133143124612028,1648523363
26742274,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-33300,-31260,0,0,0,1649093928
26742394,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-33300,-31260,1284449632387104495441,542878990847264430948,4202092864792818982,1649094172
26840018,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-34020,-31980,0,0,0,1649307341
26840095,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-34020,-31980,1316328900003079189745,150384847566089383495,19793081677812370711,1649307499
27064592,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-33540,-31440,0,0,0,1649802843
27064832,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-33540,-31440,1240040985583298418737,90807074983281896973,21807489329963782142,1649803339
27286479,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-32820,-30780,0,0,0,1650289818
27348184,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-32820,-30780,0,0,0,1650427089
