block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23111206,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,5610,18210722467927075713,1851860270353405365,21246726951753352176,1640798933
23111206,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,5610,0,0,0,1640798933
23234139,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,5610,75528971435727546520,10049405471290748751,85010135735495425685,1641067588
23234139,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,5610,0,0,0,1641067588
23313523,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,5610,20077321520889600974,2671360948064629415,22597631018296252397,1641243438
23674057,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,6583167047706719119,6142482412946843732,7055468044428675612,1642083594
23674057,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,0,0,0,1642083594
23754828,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,1075250617792097456,1003272127447984476,1152393113923350349,1642267090
23754828,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,0,0,0,1642267090
24033611,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,1480,101644783057928432209,445584430082896703,108937159508647558777,1642871903
24033611,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,1480,0,0,0,1642871903
24148987,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,1480,27948927508022400191,122520866889871896,29954087976181427608,1643121508
24148987,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,1480,0,0,0,1643121508
24230478,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,1480,93568148613814122379,410178554370440697,100281077137650866340,1643297228
24247795,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,1119138398110142251,1044222010200963435,1199429567552874854,1643334964
