block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
23211538,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,23030,0,0,0,1641017313
23211594,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-6230,-6220,0,0,0,1641017429
23212186,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,23030,35133885851539751,36850667256441314,25738274255166778,1641018649
23212225,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-6230,-6220,1095817021025520319848,302828745109245624,238794303253851299,1641018731
23212242,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-208300,10990,6385611249557798091,5030521540870109890,4677759952322458510,1641018765
23212257,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-6230,-6220,45046445250555914056174,12448573279224956899,9816268867226095205,1641018795
23212303,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-6230,-6220,3720933816755059889112,1028279080122308562,810845041806505308,1641018891
25326337,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-6230,-6220,29038325018133326235431,0,10635366431020384652,1645803997
26120156,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-6230,-6220,15699973879815940985056,10715553874782723708,0,1647714675
26195849,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-33100,-33090,0,0,0,1647883617
26196112,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-33100,-33090,176636610681107332177502,0,16881699056492771757,1647884159
26510677,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-11770,-11750,0,0,0,1648581156
26725253,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-887270,887270,4555361562879671443,3621820659486654349,5729526920171345679,1649055597
