block_number,sender,to,amount0,amount1,timestamps
16270342,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,362474118566853402373,242632016889273520839,1624932678
16288309,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,15470172484921702229,9994562043807827423,1624972803
16342617,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,33536628118671855884,29042389505827024264,1625094144
16362287,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,40825087797764579807,43820806168202760309,1625137693
17033304,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,29042384500141283618,92184980591040974966,1626697138
17268428,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1375969704320383992514,3406526112513751118169,1627250875
17406050,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,24347540844469619208,94336664324448186911,1627597962
19443652,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5677622738868288125,53756493039423456540,1632454078
21718150,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,15101339845667983139,948744482089075981461,1637696599
21719955,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6248723245565134922,451007257984622181858,1637700878
23021794,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,280528193002917863,87456912391959987906,1640604293
23434503,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA9E27922313BC9F7Cbf6562a2b283433ceB5aE35,1692612889412334382,1047878860240422816684,1641544101
