block_number,sender,to,amount0,amount1,timestamps
16983542,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6663621645748743429,30491051363320908174,1626579441
17288491,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,105940718175363457872,208244051109590956675,1627300608
18064528,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,104111941435432971461,185584013154622291415,1629161066
18118767,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xE04885c3f1419C6E8495C33bDCf5F8387cd88846,593670231020214477933,997499999999999999997,1629286518
18396522,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,182665023719309200577,283292584601795928111,1629934528
18858756,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1244504151786933870656,1724706907672582751677,1631046793
19348777,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,56091715376040470926,69158407634422779770,1632228670
19574010,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,55765424490509080672,69336492393661118562,1632748867
19717193,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,87197518830690508553,109818376732252720763,1633089380
19989686,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2800396031214876864,3462109957345156506,1633709872
19996961,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1426FBd146942e153653863cbe633780c17268DA,234602936732064369291,290037963998304701133,1633725714
20695611,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,30296793812548,40452939937533,1635407366
20771968,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,943608567986188662060,1259926742131928404594,1635580128
21115825,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,523674729759813445153,729778916823303123159,1636343920
21584821,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,308602011712300242700,488474476519836693692,1637391055
21782303,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,270075413609386299441,435607882442036223787,1637839401
22113128,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,118404575745205293089,235268217688829096395,1638593352
22449370,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5748144666154227958,11623277056169900637,1639340671
23056912,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,24495452568676788843,51918627901353093852,1640681727
23640133,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,894296611682725513018,1935175751604819532333,1642008459
24360348,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,141274622484424263585,310049955761085017400,1643585290
24370242,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,136554903694110212910,299691771280337461649,1643606736
