block_number,sender,to,amount0,amount1,timestamps
21585299,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA9E27922313BC9F7Cbf6562a2b283433ceB5aE35,379411314714237206,4927230858196269793,1637392171
25733835,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x614eCa453555a473258157542e45cc37Ab6b428A,150234953563571,843683705158477,1646761244
