block_number,sender,to,amount0,amount1,timestamps
22342636,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xfd350D24087Db7EF3D730EA57f04BBde7F95786D,4803984214211489595,522766037070498673,1639107984
