block_number,sender,to,amount0,amount1,timestamps
21695460,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA903bbf0b7dc5eb6496A8c75e6454e2b70ABdd7d,23830548,1737260854489961207939,1637642250
22299573,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xA903bbf0b7dc5eb6496A8c75e6454e2b70ABdd7d,3989891,324367603000132715796,1639014111
