block_number,sender,amount0,amount1,timestamps
15598892,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,207288255092632922,492243538812439026281,1623441449
15603117,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,422694971002776083,994903516397079153973,1623450419
15603264,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,83704822303085739,197149324006459637184,1623450725
15604188,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,396528,933521440,1623452757
15604242,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,10709063334984906584,25305079926083964141620,1623452907
15604552,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,401847961339612470,942059927657257221483,1623453637
15604967,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,265776419204501818,625968525578708826425,1623454491
15605998,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,42444261862828108,100470457193294270481,1623456871
15606232,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,44613997812371074,105443655538482454856,1623457389
15606926,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,19662419673241842,45471686153077690178,1623458821
15607075,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,626439598092504425,1451324158069963481484,1623459199
15607107,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3438790854330102402,7997719164773853672038,1623459323
15607385,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1123386363243882063,2611076432268357672940,1623459895
15607619,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,31473708813589637,73255415438058713728,1623460379
15607653,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,221580186175693851,513220395680395129065,1623460447
15607974,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,416157224214537932,968196158533100307545,1623461109
15607976,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,112712342148342485,262226990996643154178,1623461113
15608192,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,108090242921433624,248721239748541308868,1623461602
15608436,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,27561717360759143,63448308329134102469,1623462230
15609223,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,154814812301905963,351448006136701876548,1623463994
15609592,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,510278925056069,1151687462869951539,1623464752
15609701,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,3527142558995970084,7952565204554272022070,1623464978
15609785,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,35203007092216620094,79421414217867651991622,1623465150
15611395,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1260254233505570387,2887535603696581941417,1623468781
15614135,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5708670204348508,12988693978551151376,1623474954
15614546,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,541492520021723,1236399793541728202,1623475820
15615237,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,26323693795747132,59667859039684911560,1623477432
15615560,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,20145438144729664,45935355277119908993,1623478098
15615563,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,203822028599924944,464752229749356297748,1623478104
15617346,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,37435008984932228,86232216344113776957,1623482038
15618332,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,4355412553430886207,10109690081836085802078,1623484331
15618441,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1060748291962694286,2459729323991734734532,1623484557
15618476,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,5392657069127695073,12481939528988315187376,1623484627
15618505,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,197658326807657793,457843247128057000315,1623484689
15618775,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,107281094059058676,249171807916731729312,1623485245
15618795,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,321386288866101127,746454007938535951605,1623485285
15619143,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,186650981118746702,431616394115510389711,1623486389
15620855,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,7757355078947867578,17873631762741512250502,1623490060
15621446,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,7980885153574284269,18421636733835544900906,1623491410
15621578,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,16293310654644055,37584408439632876214,1623491796
15622463,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,42583333122008759,100053472560964486898,1623494002
15624981,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,496026395778982571,1176303012471754087885,1623499198
15625697,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,75571500488992984,182585834799312087722,1623500674
15625697,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,6704063923966919,16197469948128629097,1623500674
15625697,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,409365409799022950,989054400170387447784,1623500674
15626208,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,449460849233449021,1093553595422955552437,1623501728
15627248,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,796166057708043752,1924648808268943586922,1623503872
15627305,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,2370087481468236107,5747349965598564405737,1623504001
15627576,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,512305693123652339,1235019911749434495057,1623504559
15627604,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,190023198923766487,458090623460105383957,1623504619
15628198,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,1865958789195980078,4533831351286168494707,1623505843
