block_number,sender,to,amount0,amount1,timestamps
20456036,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x261e24907f66fEa18594bdd144AD81908fec005a,124495,37101625,1634830475
20456146,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x261e24907f66fEa18594bdd144AD81908fec005a,13533,4033114,1634830703
20572694,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x261e24907f66fEa18594bdd144AD81908fec005a,1936,390464,1635108591
20585007,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5bC0AA095632c76DA0BE9838D960Da9A66FCa30e,2527,492045,1635140768
20585312,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5bC0AA095632c76DA0BE9838D960Da9A66FCa30e,5860,1140913,1635141430
21168070,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xB8bE41dc92814A3aE6efA12892792ae9Fb8a5BCF,30117,10613190,1636459980
21577114,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x163301d4836033d2e0FbC30EB2e66E7791c28E12,1649228,622270516,1637374233
21671529,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1776037E18148fCECBC21A96a6D99D51389b67f0,173552,70911207,1637585987
22444543,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x667730d5C9AEd1e0ABc3bE1a854554252ae6fE17,992202,1039572910,1639330222
26074441,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x02A384368a2a23ba042875FFc8dC9A9E02A3Ee4A,598373,15009714143,1647606027
