block_number,sender,to,amount0,amount1,timestamps
20487292,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xE99c2323953A25fCe68c522A613f254D485c537d,22338070,65930028428436670153408,1634905852
20645723,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7c68E12d007C3f3332BF53596Ef01dBE75EE232a,691616,3023301007411270518452,1635285115
21266244,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7c68E12d007C3f3332BF53596Ef01dBE75EE232a,24926331,207140982323362344650297,1636682408
25620116,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7c68E12d007C3f3332BF53596Ef01dBE75EE232a,51024346,2001412655833246860439678,1646509772
26109545,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7c68E12d007C3f3332BF53596Ef01dBE75EE232a,49540066,1450114332101331981338339,1647689071
26788313,0x5629CE74DdCAD7Cc72b3Ea30444dA7172AD851D9,0x0319000133d3AdA02600f0875d2cf03D442C3367,522386422,11018306399532503881578733,1649194039
26814811,0x5629CE74DdCAD7Cc72b3Ea30444dA7172AD851D9,0x0319000133d3AdA02600f0875d2cf03D442C3367,518735355,11168329282269526659441114,1649251586
