block_number,sender,amount0,amount1,timestamps
15523740,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,101573655981947204,28608588755851563386,1623271989
15752913,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,166869085564704286,24012194673191059378,1623779290
