block_number,sender,to,amount0,amount1,timestamps
18340101,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xa8b0ef328b43945f24ED99718d151B46aa771F47,10092638522069614688,148962567881245671,1629799011
18349601,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD20B976584bF506BAf5cC604D1f0A1B8D07138dA,1132297836573504599,16909318922097979,1629820665
18362669,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD20B976584bF506BAf5cC604D1f0A1B8D07138dA,3870735977688330911,69506646802295713,1629849190
18366635,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x07918EFBa09451d05F4c560e8F37B86A6FdF37d4,230015104811076411,3824858542683459,1629858480
18370987,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x49287e949B83235CeBEC8d2aaaF6770f50e73DdB,41457310828499533145,710184641317528477,1629869347
18384770,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x07918EFBa09451d05F4c560e8F37B86A6FdF37d4,3302093772212832271,54953054754488993,1629903798
18387008,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xc64BFbdB81D958a5478C8eEa41591F6E6618D8C4,1476029551333873,23418101457620,1629909592
18389771,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xB69656823b6a282f343F0BbEBE620Db08646B8A2,4301126269762493710,67719251004425600,1629916693
18391423,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x52cA183fD6Ad22944a869161f5daA921cBb8D72b,2387275196778279686,36343443360814798,1629921441
18391895,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xEd4f4E659E0efe3Ebe89f38EeC3561031D93f9b8,1197434787086618395,18168174142732752,1629922485
18393226,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x78f214cf1287b5c97df55a285E885b09C0d43e3D,9485043727342774321,139906215985914752,1629925942
18393287,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x251969D75118c8dAF45A208a74F4bAf37894Ed8C,2326447930335532649,34154463238728552,1629926082
18397749,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x25A1bf011c076668216f88513F34D61da6687A75,441337148588145846,6641295527372626,1629937110
18402213,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x394bbB5f3020bab3F786c51821508F683A20f72A,4466385900177949107,65631694475668158,1629947960
18404398,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x3334829670F9e8D309C9D9F318C4E6876755eDe2,394012043504913018,5658073339824945,1629953751
18404499,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x3334829670F9e8D309C9D9F318C4E6876755eDe2,3540563970384553843,51002728686051634,1629953986
18406161,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xC56eAa77B5eEA884d73ba874a207951AA8AbF1b4,14538484529241964362,206054499666633087,1629958316
18408516,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x54734fB2738c1DfDAA4de703126dB149AB7855F4,3691946542637884104,52704315893705357,1629964313
18415620,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7B67991b32d730aE2fF87f0c08f83c62C1Ac7a90,2203781237837083729,31603322836276480,1629981816
18421200,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xcC202930867769A83B61cf5053b65D1845E76Aea,820684894289862880826,11880647332829874948,1629995322
18424284,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5DC6807e81ea07B88e1f949f2c368E842A9A37CC,7584332623727493965,106974145115895779,1630003544
18424864,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5DC6807e81ea07B88e1f949f2c368E842A9A37CC,7593570460674413072,106844331258817050,1630005111
18425253,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x69a255CBB2cc88a7fDF7DA8a44deF7FA785bbF26,984092232966078772,13376519363487628,1630006042
18429663,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x3478b441e07c418BBa592e9CA395A056ddBB4501,43356311686823660647,609703330892359070,1630016562
18447725,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x747276019e3340104C96397bF6537aD01F93D7df,604345435889606,8666649955251,1630059983
18449180,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x29ad2aD28ABDABB877E5572b57219A594e21EbEC,3119272699265701214,47414808058144807,1630063778
18459033,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9C270461D9636fF60E6A29F958399fa487F8381f,11237861948629666256,169378414278980742,1630088510
18463542,0xf039fe26456901F863c873556f40fb207C6c9C18,0xf039fe26456901F863c873556f40fb207C6c9C18,4546615248055407255,70633583289243542,1630099239
18465634,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x3811Eb9e4E525765AAAB95A8fb3c04061Ece3321,91257140182349747409,1440988544569011392,1630104590
18466409,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4C6f5a2301A1fc1343f0F112e6bb42A91839b7c2,239485966260934028153,3722531581924581902,1630106838
18467029,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x747276019e3340104C96397bF6537aD01F93D7df,360260722375,5518784482,1630108546
18468351,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1c2cA85254EE1a6aE3d85B9Be010C2BbE8600A45,64420438872862844,949779889300847,1630112378
18472612,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xe4f14C5d5Ede901243d6e8b3C0647Ac42c3319F1,39692984351503907539,592358450773197663,1630123226
18473044,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x971F7bA5A4e0C2a5331Da8b2B8474369a03E6334,583363539832960732,8660662826821435,1630124118
18473522,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xb58B975EC4d8702D19D03f5c1752Eaae6CEc484f,7513647767466414975,111184368837998372,1630125332
18477005,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x9bDE27f18CA5E70157A0c05391Ed9F430a900762,7778303755517693025,112460811519674837,1630133444
18477726,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x686D1DA2FC8c52A24e5a83C285274BD8BfA7102E,10079143370425816879,145728321677047345,1630134992
18478088,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x20131E79491bB2e79EE5DBcc2356ed451d8B14a3,8387612004095446420,120963706952993869,1630135934
18478221,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x686D1DA2FC8c52A24e5a83C285274BD8BfA7102E,41586462707957732755,599747900327384203,1630136336
18478354,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xC6565C305A3673459Aa7e7799766560Eb7fCabA9,433161864604446610,6247503844401750,1630136610
18482764,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xC56eAa77B5eEA884d73ba874a207951AA8AbF1b4,1036527618931846035,15257908084464803,1630147173
18484060,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x0C7A8559B6D7634267d0764107497A58708eC412,80303559276173420307,1194617423392807464,1630150077
18488516,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x06Ad668aa9FE73fe83C146494BeA28B38350eDca,101682334948371016,1538061792698422,1630160126
18489212,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x6e4F137508C003CA74D8489A525873048A882cAE,2841575522697527578,43012436846442169,1630161688
18490482,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xb58B975EC4d8702D19D03f5c1752Eaae6CEc484f,7473864939203493746,112858444664699470,1630164455
18492556,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xD1D3B28bB9f299009Cdd890ec0f7C85FFDd6cBB0,4721969959176627518,73073490584319303,1630169216
18494088,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xB53ED4b7B068d41b590927650f4dFB2F797C3b22,99912796877048538293,1572981893974147807,1630173050
18494145,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x5b2e99156f553d7A364DB873AfC81ba06c4d696c,75359172011822029246,1186420727120186303,1630173168
