block_number,sender,to,amount0,amount1,timestamps
18422816,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x4c422130f5327FC051b9e86D7B70dec962c69874,104999999,2364904090037812654,1630000184
18794552,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xEd4f4E659E0efe3Ebe89f38EeC3561031D93f9b8,99745979,2064975398552577787,1630896486
18805790,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x7731652a9F7F48F77E94a8675F8e125BdA93D62a,54444984,1079907927687915774,1630923582
19118406,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x61C84C6c4669F3a2Cb39656762a0184C44638986,39314923,765882033384108569,1631669877
24810996,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x047B8bCe5F0472f3738f6c27443C7191145a3905,65724,734078703037707,1644578527
