block_number,sender,to,amount0,amount1,timestamps
16361665,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xb8637aeBCcB3d9cfe05c627BBCf370fC8f7B6287,20945620510952245325,14211648,1625136285
17275136,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xC1821e3Cc4862005b9E397388d0A971b9FFE1735,158963290778137609177,85820380,1627266733
17275982,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x1F8A579A3e16cFE04197b6FDBD3bE2aF82631645,61246456013784466,33022,1627268888
17340655,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xf3E5B3A2EeA0024280Af9C94343F4F8ee9D475E9,8322617944349328426804,4481198945,1627430291
17367301,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xB407169CC45D4049189fa420a194e8552D42Fc10,540646171541332276714,300481671,1627499601
17539411,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xE378426c127Cd849b933107FE309683F5D8e011E,90898176435381951360,63573578,1627920161
17664896,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x442B7FB4aaE82a1Aa2a22CbfA32DC95254f980A1,65207977043161772301,45885026,1628216060
18050007,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xE561cd55A1d1124105E83069C356901aa10543e7,2384374807214220704887,1928619503,1629128257
19027503,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0x2Bf296541890aC156a9efc4A0963337e8ee656Eb,278731131751263183114,148996439,1631456160
20471462,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506,0xC3e25B4c71E64CfF7856C1dB28753D9FC66d5222,60157432791895191699,74184019,1634867489
