block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
22801515,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-74630,-73860,62811660462193589452,98999999999999999998,0,1640117493
22816856,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-74630,-73860,6419399028802086845,1765172224607735125,4949999999999999,1640151466
22848979,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,448225279594845311479,1174828570627476773711,744144220256230535,1640222054
22849380,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,150058706321245637180,276033742131524414621,323296533099558285,1640223009
22849399,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,59030764482066040189,105239451729698374672,129342233009788783,1640223047
22853040,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73040,-73030,819332304146918669074,0,10630477938136695,1640230691
22853993,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73200,-72840,51938609934077175818,19217854993941342176,11208359549085636,1640232657
22855017,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73140,-72800,330369909051393689956,192977381042647990037,15178035255074945,1640234897
22855292,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73140,-72800,148762156198838299153,97133513330351981176,0,1640235463
22855329,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73140,-72800,636588911037527912791,404910504001664052453,7164873079531262,1640235541
22855380,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,194744327863408216063,235523622076446271361,500000000000000000,1640235647
22855390,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,191934749056608866941,221312125042862474291,500000000000000000,1640235667
22855410,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,193054274700198122900,226971139643984236730,500000000000000000,1640235707
22855427,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,135254703196326749189,159470055797313611615,350000000000000000,1640235745
22855434,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,134902469694536356312,157688896168561667606,350000000000000000,1640235759
22855459,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,133604472531570785135,157688896168561667605,345619924213606848,1640235809
22855467,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,134729401530284901385,156813995047454622299,350000000000000000,1640235825
22855484,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,63898430407068700094,76926292655947175683,164292010113605242,1640235859
22855484,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73140,-72800,2251337999775199379827,1469999999999999965075,0,1640235859
22855491,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,153934660951142136476,179659353089335280463,399562943371629021,1640235877
22855530,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-75240,-72510,73372563583162877305,84045752334673660992,191511623265832464,1640235955
22855668,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73140,-72800,78054782138719974489,49999999999999994145,643594812493746,1640236239
22855885,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73140,-72800,33693493874186658185,22000000000000000000,0,1640236689
22856277,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73210,-72930,4371909912633348876,1999999999999993636,240484140160333,1640237497
22856660,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73210,-72930,286738439064763611209,154957051868287637222,0,1640238415
22856695,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73210,-72930,154673098358550131525,78289033425391546239,3509170006792474,1640238485
22856803,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73210,-72930,341043906875773614478,183067628242161803973,818506389202198,1640238709
22856825,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73210,-72930,384292165205664434540,205624160987614511706,1358180931930828,1640238753
22856899,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-73210,-72930,266574978192461968859,124471892279229047289,12987141175816456,1640238909
