block_number,owner,tickLower,tickUpper,amount,amount0,amount1,timestamps
24176346,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-53190,-52030,85723435998225090153712,68888999999999999926721,599999850410022381,1643179305
24191950,0xC36442b4a4522E871399CD717aBDD847Ab11FE88,-53190,-52030,344772518020908589150181,276537939399670363328529,5000000000000000000,1643213954
